index,State,Commute Mode Share - Auto: Raw Value,Commute Mode Share - Auto: Score,Commute Mode Share - Transit: Raw Value,Commute Mode Share - Transit: Score,Commute Mode Share - Bicycle: Raw Value,Commute Mode Share - Bicycle: Score,Commute Mode Share - Walk: Raw Value,Commute Mode Share - Walk: Score,Complete Streets Policies: Raw Value,Complete Streets Policies: Score,"DUI/DWI Fatalities per 10,000 Residents: Raw Value","DUI/DWI Fatalities per 10,000 Residents: Score",Person Miles of Travel by Private Vehicle: Raw Value,Person Miles of Travel by Private Vehicle: Score,Person Miles of Travel by Walking: Raw Value,Person Miles of Travel by Walking: Score,Physical Activity from Transportation: Raw Value,Physical Activity from Transportation: Score,Proximity to Major Roadways: Raw Value,Proximity to Major Roadways: Score,"Road Traffic Fatalities per 100,000 Residents - Auto: Raw Value","Road Traffic Fatalities per 100,000 Residents - Auto: Score","Road Traffic Fatalities per 100,000 Residents - Bicycle: Raw Value","Road Traffic Fatalities per 100,000 Residents - Bicycle: Score","Road Traffic Fatalities per 100,000 Residents - Pedestrian: Raw Value","Road Traffic Fatalities per 100,000 Residents - Pedestrian: Score",Road Traffic Fatalities Exposure Rate - Auto: Raw Value,Road Traffic Fatalities Exposure Rate - Auto: Score,Road Traffic Fatalities Exposure Rate - Bicycle: Raw Value,Road Traffic Fatalities Exposure Rate - Bicycle: Score,Road Traffic Fatalities Exposure Rate - Pedestrian: Raw Value,Road Traffic Fatalities Exposure Rate - Pedestrian: Score,Seat Belt Use: Raw Value,Seat Belt Use: Score,Transit Trips per Capita: Raw Value,Transit Trips per Capita: Score,Use of Federal Funds for Bicycle and Pedestrian Efforts: Raw Value,Use of Federal Funds for Bicycle and Pedestrian Efforts: Score,Vehicle Miles Traveled per Capita: Raw Value,Vehicle Miles Traveled per Capita: Score,Unnamed: 41,Unnamed: 42,Unnamed: 43
284,"Modesto, CA",0.911,44.760862,9.1261704427228005E-3,38.472496,6.6615488732437046E-3,63.538658,1.9499803032292602E-2,33.111909,No policy,0,1.5,83.736885,0.581,18.687427,0.51,58.267438,4.3059673497472216E-3,48.342332,7.6,70.374991,0.6,4.184736,1.7,24.276723,8.3,72.547909,87.5,26.688655,89.7,24.855949,,,,,,,,,,,,,
285,"Monroe, LA",0.948,11.805264,1.3066331563230504E-2,50.17683,1.7971272987690353E-3,23.481886,1.0431445674057859E-2,9.566534,No policy,0,2.3,67.773692,0.542,36.152192,0.46,25.083047,0,99.995998,12.3,25.64774,0.0,89.312711,1.8,21.704193,13.0,28.49334,0.0,96.798886,174.5,7.699485,,,,,,,,,,,,,
286,"Monroe, MI",0.949,10.68618,3.8814343112728374E-3,20.657074,2.759457205670533E-3,32.745099,1.2114320369949208E-2,13.070652,No policy,0,5.3,17.674861,0.491,63.076667,0.40,5.452122,0,99.995998,12.2,25.974291,0.7,2.125555,2.5,6.68796,12.9,29.027836,238.4,12.07389,206.4,5.323324,,,,,,,,,,,,,
287,"Montgomery, AL",0.954,8.019202,5.487638892325967E-3,26.357575,1.4538840357346135E-3,20.06995,1.0752555123858547E-2,10.194459,No policy,0,5.9,13.470294,0.508,54.49499,0.48,41.176351,0,99.995998,15.0,12.447583,5.3735561926204954E-2,81.71615,1.7,27.593943,15.8,13.939596,37.0,43.845052,154.9,9.822848,,,,,,,,,,,,,
288,"Morgantown, WV",0.891,64.688687,1.054713249835201E-2,42.874058,1.7071480486114633E-3,22.592465,5.7147203488666906E-2,97.094551,Policy in place,100,2.2,68.219716,0.539,37.738274,0.44,14.936918,0,99.995998,14.9,12.848456,0.0,89.312711,1.6,31.732361,16.8,10.6858,0.0,96.798886,27.5,73.584121,,,,,,,,,,,,,
289,"Morristown, TN",0.949,10.785014,2.8831507942264452E-3,16.998638,4.3519257271342566E-4,9.524876,1.3092043229128889E-2,15.335227,No policy,0,11.3,0.979669,0.568,23.752792,0.41,7.264281,0,99.995998,19.4,3.738524,0.0,89.312711,1.3,46.120901,20.5,3.851748,0.0,96.798886,98.9,21.525537,,,,,,,,,,,,,
290,"Mount Vernon-Anacortes, WA",0.905,51.4615,9.3110605910843129E-3,39.056298,7.2946525649896215E-3,67.351148,2.6628447168132844E-2,54.435,No policy,0,1.7,80.379757,0.546,34.003049,0.51,58.31732,0,99.995998,8.1,64.212993,0.2,59.142968,1.0,63.065285,9.0,65.443644,23.2,53.720281,38.1,60.701326,,,,,,,,,,,,,
291,"Muncie, IN",0.895,61.203163,1.6477435750297167E-2,59.001266,1.0021723982456859E-2,80.26872,5.2301512481042749E-2,95.04876,No policy,0,2.6,60.772204,0.519,48.355922,0.49,47.117105,0,99.995998,8.7,57.238304,0.0,89.312711,0.3,95.374397,9.8,56.891612,0.0,96.798886,6.6,98.34782,,,,,,,,,,,,,
292,"Muskegon, MI",0.940,17.198582,4.1373727682921342E-3,21.579791,3.3278867918871517E-3,37.963101,1.1572651366382348E-2,11.886276,No policy,0,1.8,78.868312,0.555,29.755202,0.41,6.43637,0,99.995998,8.0,65.428104,0.3,24.440029,1.5,34.610999,8.5,70.320635,104.8,23.564892,130.5,13.579781,,,,,,,,,,,,,
293,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",0.934,22.302405,2.9190712656019325E-3,17.132122,6.9789290028184139E-3,65.490986,1.2338947792242653E-2,13.576814,No policy,0,5.6,15.408893,0.565,24.828523,0.58,92.486694,0,99.995998,13.0,21.578907,0.1,69.706496,2.7,4.818904,13.9,22.742916,17.0,60.084314,216.9,4.742954,,,,,,,,,,,,,
294,"Napa, CA",0.881,72.935408,1.33623706930077E-2,50.991602,7.9178657540639342E-3,70.788602,4.1316014622384691E-2,85.314175,No policy,0,1.4,85.620659,0.542,35.916249,0.52,62.998177,0,99.995998,7.3,73.132556,0.4,13.211084,0.7,79.812229,8.3,72.441646,55.6,35.380344,17.7,86.522758,,,,,,,,,,,,,
295,"Naples-Immokalee-Marco Island, FL",0.870,80.225211,2.0769790521605845E-2,68.372552,8.654724488690025E-3,74.467003,1.2935639195528651E-2,14.962451,No policy,0,3.0,50.876531,0.560,27.078364,0.55,83.430006,0,99.995998,9.6,48.295685,0.6,5.258274,1.4,39.092993,11.0,44.405388,64.3,32.478526,110.0,18.222033,,,,,,,,,,,,,
296,"Nashville-Davidson--Murfreesboro--Franklin, TN",0.922,34.38804,1.1391884517950489E-2,45.395648,1.8426304010291314E-3,23.930292,1.2437096183198057E-2,13.800673,No policy,0,3.1,48.40694,0.495,61.187433,0.44,17.767042,1.3681634167915123E-3,67.997047,11.2,33.294611,9.7093317358246181E-2,74.009888,1.2,51.622389,12.2,34.295354,52.7,36.457362,96.6,22.304994,,,,,,,,,,,,,
297,"New Bern, NC",[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],No policy,0,[no data],[no data],0.559,27.558095,0.53,72.502553,0,99.995998,[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],,,,,,,,,,,,,
298,"New Haven-Milford, CT",0.881,72.844912,4.0746244095097965E-2,91.954971,5.2466506621234414E-3,53.806216,3.3016630527375516E-2,70.68716,No policy,0,1.9,76.889722,0.499,59.299709,0.46,28.202279,7.8658418457614298E-3,39.295653,6.0,86.47628,0.1,65.362204,1.3,46.767421,6.8,86.747289,26.7,50.76396,38.9,59.88689,,,,,,,,,,,,,
299,"New Orleans-Metairie, LA",0.902,53.869956,2.6340997073432473E-2,77.877725,8.4396237216341173E-3,73.435128,2.4648160078898296E-2,48.690311,No policy,0,3.6,39.733098,0.522,46.443384,0.42,8.427783,1.1011055558316692E-2,35.997003,7.7,69.533656,0.2,48.937992,2.0,17.063452,8.5,70.785104,25.7,51.575199,79.8,29.157374,,,,,,,,,,,,,
300,"New York-Newark-Jersey City, NY-NJ-PA",0.578,100,0.307,100,4.8311857205144025E-3,50.627296,6.1742258568178353E-2,98.293719,No policy,0,1.3,88.141814,0.479,69.321839,0.45,21.962985,3.1003358974335926E-2,33.212167,3.0,99.775614,0.2,50.635699,1.7,26.589312,5.1,96.882757,43.2,40.546341,27.4,73.741984,,,,,,,,,,,,,
301,"Niles-Benton Harbor, MI",0.920,35.693722,4.3856410862214085E-3,22.469491,4.208443466576099E-3,45.595489,2.7731427474490925E-2,57.513942,Policy in place,100,3.2,46.822536,0.542,35.759052,0.44,16.026815,0,99.995998,11.6,30.074141,0.0,89.312711,1.5,34.202289,12.7,30.686876,0.0,96.798886,54.8,44.866402,,,,,,,,,,,,,
302,"North Port-Sarasota-Bradenton, FL",0.901,54.752484,8.6298999593506179E-3,36.889509,9.1622989564260193E-3,76.769999,1.3450269257195481E-2,16.203461,No policy,0,[no data],[no data],0.572,22.147953,0.54,77.348145,0,99.995998,[no data],[no data],[no data],[no data],[no data],[no data],10.3,51.978635,65.4,32.161037,176.0,7.563771,,,,,,,,,,,,,
303,"Norwich-New London, CT",0.886,68.433655,2.4038006824349395E-2,74.287935,1.4041571782988599E-3,19.571377,3.940370610189961E-2,82.591811,No policy,0,3.3,45.407407,0.479,69.11996,0.57,89.906842,0,99.995998,8.2,63.48761,0.0,89.312711,0.9,71.075968,9.2,62.646453,0.0,96.798886,22.5,80.237197,,,,,,,,,,,,,
304,"Ocala, FL",0.917,38.803551,2.3406507353257548E-3,14.961753,3.7347147762183002E-3,41.561435,1.2563787035204419E-2,14.092023,No policy,0,5.1,19.757597,0.595,13.808499,0.52,66.292838,0,99.995998,17.2,6.872825,0.7,1.995451,2.9,3.151012,18.8,6.152642,178.0,15.608501,230.8,4.089119,,,,,,,,,,,,,
305,"Ocean City, NJ",0.865,83.092082,1.3691026827012025E-2,51.885294,2.3820536540240519E-2,99.032769,5.7146160962072153E-2,97.094208,No policy,0,4.1,30.710903,0.562,26.188455,0.58,91.684084,0,99.995998,7.9,67.107934,0.0,89.312711,1.2,49.171442,9.1,64.163689,0.0,96.798886,21.7,81.208624,,,,,,,,,,,,,
306,"Odessa, TX",0.955,7.689799,5.2731591448931118E-3,25.608542,7.2842438638163099E-4,12.665365,1.0403800475059382E-2,9.513403,No policy,0,13.1,0.434293,0.473,72.038818,0.47,34.548134,0,99.995998,19.4,3.812454,0.4,13.546069,3.1,2.335461,20.3,4.06283,599.3,4.661675,293.7,2.211814,,,,,,,,,,,,,
307,"Ogden-Clearfield, UT",0.911,45.432616,2.257604084996884E-2,71.765689,2.9953963371730694E-3,34.936458,1.5141829001065477E-2,20.552449,No policy,0,0.3,99.041299,0.452,80.695327,0.55,80.359366,1.0051763544984573E-2,36.742708,4.7,95.63143,0.1,72.715366,0.9,72.299883,5.2,96.794427,34.7,45.212939,57.1,43.02965,,,,,,,,,,,,,
308,"Oklahoma City, OK",0.936,20.723471,4.6580278776419699E-3,23.439714,2.7622407565685079E-3,32.771153,1.6430714773874072E-2,24.102428,No policy,0,3.8,36.441031,0.488,64.88957,0.46,27.309088,1.5950002656988527E-3,65.597057,11.0,35.17875,0.1,67.93176,1.4,41.777421,11.7,37.880285,46.2,39.153025,83.5,27.45348,,,,,,,,,,,,,
309,"Olympia-Tumwater, WA",0.891,64.866286,2.3004116972963794E-2,72.524527,1.3013030007215313E-2,89.12854,2.1611985908917278E-2,39.533619,No policy,0,2.7,57.370599,0.483,67.358621,0.46,24.775169,1.8706698591834409E-3,62.984745,7.0,76.367063,7.9074887081061251E-2,77.361954,0.8,76.628947,7.9,76.844092,6.1,77.997636,36.6,62.453355,,,,,,,,,,,,,
310,"Omaha-Council Bluffs, NE-IA",0.929,27.512538,9.0253764138030403E-3,38.152864,1.8032742597795547E-3,23.542515,2.0119677977090987E-2,34.98879,No policy,0,3.2,47.702497,0.454,80.060353,0.41,7.776431,4.3117115394232597E-3,48.319389,7.4,72.036255,6.9457692856229991E-2,79.067224,0.5,89.324466,8.0,75.81361,38.5,42.971855,26.5,74.928307,,,,,,,,,,,,,
311,"Orlando-Kissimmee-Sanford, FL",0.908,47.756889,1.8745801302551601E-2,64.189152,4.6070019188298762E-3,48.852291,1.1246475105495417E-2,11.198473,No policy,0,3.0,50.750005,0.547,33.491771,0.63,98.602276,5.3567656054651705E-3,44.713377,9.2,52.788574,0.5,6.880485,2.7,4.559208,10.1,53.735863,113.8,22.193109,240.6,3.696614,,,,,,,,,,,,,
312,"Oshkosh-Neenah, WI",0.921,35.112089,8.431947309376471E-3,36.251673,6.8275853749743664E-3,64.570396,2.7937610827633626E-2,58.07844,No policy,0,2.4,64.977543,0.465,75.714506,0.43,11.040718,0,99.995998,5.3,92.107118,0.1,69.361626,0.8,73.508672,5.8,94.098653,17.7,59.354191,30.2,70.089007,,,,,,,,,,,,,
313,"Owensboro, KY",0.947,12.00429,3.9815675653825941E-3,21.018759,3.3348154735437971E-3,38.025373,1.6835765390678686E-2,25.252713,No policy,0,4.3,28.427943,0.493,62.143489,0.47,32.270202,0,99.995998,9.6,48.096282,0.2,57.99084,0.9,71.808226,10.1,53.13574,52.4,36.582947,51.9,47.275229,,,,,,,,,,,,,
314,"Oxnard-Thousand Oaks-Ventura, CA",0.898,58.465049,1.3251424679364963E-2,50.687335,6.9320808602512489E-3,65.208034,2.0964548034113413E-2,37.559728,No policy,0,1.7,80.729338,0.509,53.549233,0.55,78.947333,1.2941277157521323E-2,34.941667,6.0,86.732468,0.3,33.639968,1.0,65.378825,6.7,88.04037,42.3,40.978294,46.7,51.938932,,,,,,,,,,,,,
315,"Palm Bay-Melbourne-Titusville, FL",0.923,33.125912,4.5103149710650709E-3,22.91433,6.2375756504837211E-3,60.799742,1.1012943411229404E-2,10.718064,Policy in place,100,3.1,48.819511,0.536,38.924209,0.51,59.176383,0,99.995998,9.3,50.82054,0.4,21.461413,2.1,12.701418,10.1,53.280262,59.2,34.112534,194.5,6.088058,,,,,,,,,,,,,
316,"Panama City, FL",0.931,24.989274,3.6259080673273878E-3,19.730017,5.1271612320453941E-3,52.906773,1.9071004185697384E-2,31.820924,No policy,0,5.9,13.436701,0.536,39.039783,0.56,86.915451,0,99.995998,9.8,46.028292,1.0,0.050049,3.0,2.387155,10.5,49.113527,197.9,14.252287,159.6,9.251212,,,,,,,,,,,,,
317,"Parkersburg-Vienna, WV",0.938,18.694754,5.1091292071886348E-3,25.033194,1.2399348660720956E-3,17.916916,2.3185288098119185E-2,44.312682,No policy,0,6.5,9.855879,0.512,51.969987,0.51,59.913224,0,99.995998,15.5,10.983708,0.3,26.787218,0.2,98.421242,16.5,11.383788,269.0,10.793876,7.2,97.935496,,,,,,,,,,,,,
318,"Pensacola-Ferry Pass-Brent, FL",0.885,69.213752,5.4650298366518656E-3,26.278792,3.1092403206686623E-3,35.981096,2.8575877519037191E-2,59.802352,Policy in place,100,3.7,38.098429,0.537,38.340817,0.55,79.677067,0,99.995998,10.7,37.54041,0.6,4.647638,2.9,3.158867,12.1,34.909407,183.7,15.198961,101.4,20.705391,,,,,,,,,,,,,
319,"Peoria, IL",0.929,27.462387,1.1637553840733712E-2,46.115329,2.8696116648293576E-3,33.77253,2.0814628768851359E-2,37.10287,No policy,0,2.6,59.134134,0.457,78.767632,0.53,72.552594,0,99.995998,7.3,73.39064,0.2,49.986241,0.6,87.222333,7.9,77.155973,73.8,29.822822,28.0,72.941721,,,,,,,,,,,,,
320,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.819,97.075191,9.4340996925262308E-2,99.909182,6.0719274818496257E-3,59.688561,3.7017522562269325E-2,78.665724,No policy,0,2.3,65.64322,0.466,75.010771,0.50,52.40339,6.7577041475679247E-3,41.253358,5.6,89.992869,0.2,61.730471,1.6,30.636331,6.8,86.723805,25.9,51.410025,43.1,55.43531,,,,,,,,,,,,,
321,"Phoenix-Mesa-Scottsdale, AZ",0.888,66.763965,2.1482426291505277E-2,69.748736,8.0265686065205937E-3,71.357043,1.5695868315912843E-2,22.056339,Policy in place,100,2.3,66.909236,0.489,64.150842,0.41,7.779339,1.729154228751301E-2,33.799555,7.2,74.791341,0.3,24.96865,1.7,25.915552,8.1,74.970396,43.0,40.656674,108.8,18.54947,,,,,,,,,,,,,
322,"Pine Bluff, AR",0.939,18.069455,4.0122277416889569E-3,21.129328,7.6423385555980129E-4,13.039714,1.6703968557235657E-2,24.876797,No policy,0,6.2,11.571277,0.570,22.920545,0.38,2.484405,0,99.995998,18.9,4.373712,0.4,17.366574,2.8,3.754457,20.1,4.285667,525.0,5.417564,168.1,8.322353,,,,,,,,,,,,,
323,"Pittsburgh, PA",0.863,83.893627,5.7182567619739742E-2,97.747686,2.4181863602298274E-3,29.516314,3.5822224240910229E-2,76.467894,No policy,0,2.8,54.485126,0.483,67.10954,0.52,66.323579,1.2904527044876473E-3,68.880288,8.4,61.325971,8.4833630222761233E-2,76.312008,0.9,71.263896,9.7,57.637693,35.1,44.951388,24.6,77.354482,,,,,,,,,,,,,
324,"Pittsfield, MA",0.883,71.316808,1.1147487313799312E-2,44.673562,7.8736290718611889E-3,70.554665,5.0139138975282369E-2,93.781594,No policy,0,4.6,24.681165,0.526,44.477419,0.62,98.397672,0,99.995998,9.5,48.892067,0.3,31.170372,1.1,59.335018,10.8,46.568275,39.0,42.690294,21.5,81.597949,,,,,,,,,,,,,
325,"Pocatello, ID",0.907,49.434415,1.5532489409666311E-2,56.680497,1.0107265835955111E-2,80.590809,2.6977481606262541E-2,55.419719,No policy,0,7.2,7.036559,0.506,55.34861,0.55,80.314181,0,99.995998,12.6,23.858051,0.0,89.312711,0.7,81.654888,13.9,22.814071,0.0,96.798886,25.9,75.68205,,,,,,,,,,,,,
326,"Port St. Lucie, FL",0.917,38.795509,3.6307692307692308E-3,19.74771,5.0338461538461535E-3,52.196008,1.0283076923076923E-2,9.283124,No policy,0,3.9,33.968222,0.596,13.430174,0.54,76.347347,0,99.995998,11.3,33.07743,0.9,0.282906,2.0,17.433441,12.3,33.606196,170.5,16.177228,190.1,6.400654,,,,,,,,,,,,,
327,"Portland-South Portland, ME",0.881,72.293627,1.0249338874197204E-2,41.96803,7.5330562901397809E-3,68.702424,4.1443143180959575E-2,85.48241,No policy,0,3.3,45.334825,0.516,49.965657,0.61,97.501689,0,99.995998,8.0,65.391441,0.1,70.249577,0.7,81.707009,9.1,64.154823,15.4,62.064163,16.8,87.71603,,,,,,,,,,,,,
328,"Portland-Vancouver-Hillsboro, OR-WA",0.813,97.724405,6.1213125596281108E-2,98.377417,2.2366005420219014E-2,98.634595,3.4791458403810115E-2,74.445757,No policy,0,1.4,85.58292,0.488,64.873574,0.56,86.622283,1.4144853095868338E-2,34.497036,3.9,98.586688,0.2,57.237228,1.1,60.31561,4.8,98.075382,8.0,73.943179,30.5,69.79585,,,,,,,,,,,,,
329,"Prescott, AZ",0.881,72.724801,2.4861912285213898E-3,15.512372,7.4463264381330295E-3,68.216099,2.8548333761986993E-2,59.728711,No policy,0,4.7,23.592926,0.619,7.681368,0.60,96.177859,0,99.995998,19.4,3.807684,9.3971714513931312E-2,74.604332,1.5,34.961759,22.0,2.522886,12.6,65.938232,52.7,46.598754,,,,,,,,,,,,,
330,"Providence-Warwick, RI-MA",0.898,58.401048,2.7348071021856622E-2,79.30824,3.3672115148111271E-3,38.316091,3.1583391755329995E-2,67.398953,No policy,0,2.6,59.23075,0.512,52.057491,0.57,88.46642,9.9955036669069613E-3,36.792251,5.8,87.981935,8.7472435248842212E-2,75.824,1.2,50.986917,6.5,89.279976,26.0,51.33939,38.4,60.441556,,,,,,,,,,,,,
331,"Provo-Orem, UT",0.861,85.090272,1.7819045446616662E-2,62.134414,1.1678094292448822E-2,85.744138,4.6730267777673418E-2,91.211727,No policy,0,0.4,98.883093,0.489,64.092445,0.48,40.853754,9.5133611009956629E-3,37.246852,4.9,94.438208,3.6820627209928014E-2,84.359108,0.8,73.374191,5.7,94.283927,3.2,85.68442,18.1,86.033237,,,,,,,,,,,,,
332,"Pueblo, CO",0.918,37.501535,6.949281082168671E-3,31.361998,5.2932163253935089E-3,54.153475,2.5831514757549023E-2,52.153416,No policy,0,6.2,11.286933,0.553,30.510211,0.33,0.245462,0,99.995998,12.6,23.748932,0.3,41.674056,1.9,19.441289,13.7,23.729028,47.6,38.552649,73.1,32.615881,,,,,,,,,,,,,
333,"Punta Gorda, FL",0.905,51.360518,3.0468998261584763E-3,17.605911,4.1497654074060227E-3,45.105268,8.0939118081387734E-3,5.613613,No policy,0,1.8,77.062441,0.596,13.552961,0.44,15.34603,0,99.995998,12.3,25.564589,0.4,20.472645,2.0,15.952277,13.6,24.420747,90.7,26.047122,248.1,3.424887,,,,,,,,,,,,,
334,"Racine, WI",0.933,23.14667,1.5218649804061275E-2,55.888744,2.5382971143569646E-3,30.66031,1.6955379408621303E-2,25.59519,No policy,0,0.5,98.055754,0.478,69.695196,0.42,9.006479,0,99.995998,5.5,90.907785,0.3,31.699939,0.9,69.40343,5.9,93.523183,119.9,21.354072,53.8,45.621689,,,,,,,,,,,,,
335,"Raleigh, NC",0.905,50.868608,9.7231044638216788E-3,40.345544,2.7628197724779121E-3,32.776572,1.3694996246463012E-2,16.807842,No policy,0,3.5,40.627173,0.454,79.996033,0.57,88.310038,1.790396809593655E-5,96.504591,8.3,62.743365,0.2,57.852672,1.3,43.028841,9.1,63.956493,63.4,32.744492,98.6,21.645207,,,,,,,,,,,,,
336,"Rapid City, SD",0.918,37.956858,6.8749018992308904E-3,31.111637,4.3007377177837073E-3,46.361031,2.4564432585151466E-2,48.442313,No policy,0,2.9,53.525938,0.526,44.664274,0.58,91.702938,0,99.995998,9.6,48.356419,0.0,89.312711,0.8,78.337668,10.4,50.106468,0.0,96.798886,31.0,69.188166,,,,,,,,,,,,,
337,"Reading, PA",0.904,52.459662,1.7860962008940915E-2,62.229269,2.2065382388382028E-3,27.481475,3.1011512600220132E-2,66.0253,No policy,0,3.9,34.855485,0.486,66.036552,0.53,72.917539,0,99.995998,10.5,39.089031,0.2,53.553979,1.4,42.093329,11.7,38.576544,88.5,26.496509,44.1,54.464813,,,,,,,,,,,,,
338,"Redding, CA",0.894,61.495032,7.190903507063565E-3,32.17203,7.0410930173330733E-3,65.863664,2.3879792063040254E-2,46.401937,No policy,0,3.9,34.068425,0.633,5.29837,0.56,85.834184,0,99.995998,9.8,45.826698,0.3,26.529135,2.7,4.777495,11.0,44.665719,47.6,38.544311,112.3,17.611826,,,,,,,,,,,,,
339,"Reno, NV",0.889,66.289008,2.5310808399262388E-2,76.328088,6.8358019550691018E-3,64.620861,2.4378878908651081E-2,47.891466,No policy,0,1.8,77.006202,0.514,50.909026,0.38,2.734888,1.1303689123181715E-2,35.802832,4.8,95.145215,0.2,45.032519,1.7,26.395943,5.4,95.852416,34.4,45.343624,69.5,34.664056,,,,,,,,,,,,,
340,"Richmond, VA",0.911,44.898158,1.9007187029918101E-2,64.752692,4.2988467324084909E-3,46.345414,1.3869296339628948E-2,17.243693,No policy,0,2.5,61.695069,0.478,69.871673,0.50,50.895078,1.7070678156353705E-3,64.498295,9.9,45.560172,0.1,67.335257,1.3,43.666148,10.8,46.337623,30.4,48.018819,96.5,22.346328,,,,,,,,,,,,,
341,"Riverside-San Bernardino-Ontario, CA",0.910,46.030019,1.6480878493378502E-2,59.009548,3.797709447540069E-3,42.107767,1.7753272413392328E-2,27.908995,No policy,0,3.0,50.198712,0.568,23.637774,0.49,43.442203,1.9143455413450302E-2,33.579518,8.7,57.223907,0.3,27.123038,1.7,25.832179,9.6,58.645734,87.3,26.743422,96.3,22.421591,,,,,,,,,,,,,
342,"Roanoke, VA",0.923,33.156609,1.2327884302216801E-2,48.104275,1.4483011912104055E-3,20.01403,1.9860436430665179E-2,34.202557,No policy,0,3.2,46.522515,0.491,63.226467,0.50,51.295031,0,99.995998,9.6,48.589118,6.5459591793985569E-2,79.757616,1.1,57.036733,10.4,50.896774,45.2,39.616598,56.0,43.874813,,,,,,,,,,,,,
343,"Rochester, MN",0.875,77.008748,3.4211139122599196E-2,87.091077,5.1129402950318417E-3,52.798926,3.0282781034535126E-2,64.2254,Policy in place,100,1.0,93.694265,0.436,86.227369,0.46,24.65732,0,99.995998,6.4,82.584765,0.2,52.281206,0.3,96.296009,7.4,82.167709,39.3,42.524787,10.0,95.645962,,,,,,,,,,,,,
344,"Rochester, NY",0.902,54.244973,1.9443331142898413E-2,65.677495,4.3700193884007319E-3,46.931224,3.5181911212110735E-2,75.22563,No policy,0,2.3,66.397666,0.482,67.719293,0.48,35.288543,6.430699846832397E-4,77.977101,5.6,89.626338,0.2,51.021375,1.1,56.021931,6.3,91.093072,47.4,38.640036,32.1,67.770846,,,,,,,,,,,,,
345,"Rockford, IL",0.934,22.242679,8.973380060170592E-3,37.9876,3.3413604296780677E-3,38.084166,1.2556205989649615E-2,14.074513,No policy,0,2.9,53.302387,0.495,61.25685,0.40,5.48737,0,99.995998,8.4,61.117305,5.7143706135062582E-2,81.157177,0.7,79.2952,9.0,65.337437,17.1,60.016533,59.2,41.503615,,,,,,,,,,,,,
346,"Rocky Mount, NC",0.952,9.025166,5.0417723769048042E-3,24.796307,1.2927621479243087E-3,18.450485,1.2604430942262011E-2,14.186058,No policy,0,4.0,33.411213,0.568,23.657865,0.46,28.966532,0,99.995998,16.4,8.550608,0.7,1.938759,2.7,4.869516,17.2,9.359859,516.5,5.516971,211.9,5.008863,,,,,,,,,,,,,
347,"Rome, GA",0.916,40.030196,7.231644233986154E-3,32.308116,5.3786962452067842E-3,54.786168,3.6467045834727332E-2,77.673053,No policy,0,4.2,30.451879,0.570,22.895995,0.50,54.481018,0,99.995998,12.5,24.385341,0.4,15.652043,1.5,37.302312,13.6,24.186529,77.4,28.941482,40.0,58.726188,,,,,,,,,,,,,
348,"Sacramento--Roseville--Arden-Arcade, CA",0.871,79.371556,2.680854618696981E-2,78.552035,1.8027147043411185E-2,96.302716,2.0451958889946088E-2,35.998662,No policy,0,2.8,55.736256,0.521,47.123087,0.52,62.029531,2.6485346407153321E-2,33.256115,6.0,87.007752,0.4,13.489632,1.6,31.714893,6.8,86.704863,24.2,52.796132,76.9,30.637663,,,,,,,,,,,,,
349,"Saginaw, MI",0.943,15.347478,5.7022039979497691E-3,27.10319,4.8052280881599177E-3,50.423898,1.5889287544848796E-2,22.589464,No policy,0,4.5,25.510496,0.539,37.638108,0.43,11.938708,0,99.995998,9.0,54.258198,0.4,17.403001,1.1,57.67435,9.6,59.121496,83.4,27.556263,69.4,34.748883,,,,,,,,,,,,,
350,"Salem, OR",0.882,72.015693,1.4861349936991352E-2,54.974599,1.1217401560627976E-2,84.374907,3.6818156422846998E-2,78.310037,No policy,0,2.5,61.6952,0.541,36.662185,0.62,98.313571,0,99.995998,7.1,76.162732,0.4,16.790922,1.2,53.673627,8.0,75.828557,36.2,44.282009,31.7,68.243561,,,,,,,,,,,,,
351,"Salinas, CA",0.845,91.62024,2.0896718729714322E-2,68.621292,8.4670659358647982E-3,73.568666,3.2045022211936308E-2,68.482368,Policy in place,100,2.3,65.535895,0.565,25.196811,0.48,39.358839,0,99.995998,8.0,65.844851,0.1,64.480019,1.3,48.729556,9.4,60.393676,17.0,60.094215,39.0,59.744841,,,,,,,,,,,,,
352,"Salisbury, MD-DE",0.919,36.952279,7.8602301533747931E-3,34.389378,4.2310287600532525E-3,45.783451,2.7155180274652125E-2,55.917439,No policy,0,0.5,97.986479,0.531,41.529069,0.53,73.521772,0,99.995998,4.1,97.837257,7.273351458525168E-2,78.493332,0.7,80.134747,4.5,98.638735,17.2,59.912434,26.8,74.513018,,,,,,,,,,,,,
353,"Salt Lake City, UT",0.883,71.442731,3.3832865424179411E-2,86.741765,8.0013384591907846E-3,71.225917,2.2794254185902422E-2,43.129546,Policy in place,100,1.6,82.347131,0.458,78.336911,0.54,75.999146,6.3814723589454515E-3,42.058673,5.8,88.19691,0.3,38.161219,1.2,52.554586,6.6,88.658428,33.7,45.811645,52.0,47.132265,,,,,,,,,,,,,
